Date,Open,High,Low,Close,Adj Close,Volume
2/28/2012,75.422859,76.487144,75.121429,76.487144,66.095551,150096800
2/29/2012,77.365715,78.230003,76.528572,77.491432,66.963387,238002800
3/1/2012,78.309998,78.315712,76.96714,77.781425,67.213989,170817500
3/2/2012,77.748573,78.114288,77.502853,77.882858,67.301636,107928100
3/5/2012,77.917145,78.211426,75.14286,76.165718,65.817802,202281100
3/6/2012,74.808571,76.241432,73.745712,75.751427,65.459801,202559700
3/7/2012,76.685715,76.825714,74.757141,75.812859,65.512878,199630200
3/8/2012,76.384285,77.57,76.017143,77.427139,66.907837,129114300
3/9/2012,77.744286,78.248573,77.587143,77.881432,67.300438,104729800
3/12/2012,78.425713,78.85714,78.14286,78.85714,68.143532,101820600
3/13/2012,79.648575,81.168571,79.39286,81.157143,70.13105,172713800
3/14/2012,82.578575,84.959999,82.199997,84.225716,72.782761,354711000
3/15/2012,85.658569,85.715714,82.650002,83.651428,72.286484,289929500
3/16/2012,83.531425,84.171425,82.571426,83.652855,72.287727,206371900
3/19/2012,85.48143,85.96714,84.150002,85.871429,74.204872,225309000
3/20/2012,85.644287,86.699997,84.497147,86.565712,74.804832,204165500
3/21/2012,86.105713,87.092857,85.915718,86.071426,74.377708,161010500
3/22/2012,85.397141,86.35714,85.075714,85.620003,73.98761,155967700
3/23/2012,85.784286,85.971428,84.914284,85.150002,73.581444,107622200
3/26/2012,85.684288,86.735718,85.03714,86.711426,74.930763,148935500
3/27/2012,86.597145,88.040001,86.580002,87.78286,75.856613,151782400
3/28/2012,88.339996,88.778572,87.187141,88.23143,76.244255,163865100
3/29/2012,87.540001,88.080002,86.747147,87.122856,75.286285,152059600
3/30/2012,86.96714,87.222855,85.419998,85.650002,74.013542,182759500
4/2/2012,85.975716,88.395714,85.76857,88.375717,76.368927,149587900
4/3/2012,89.614288,90.315712,88.93,89.902855,77.688583,208639900
4/4/2012,89.192856,89.408569,88.14286,89.187141,77.070114,143245200
4/5/2012,89.568573,90.665718,89.057144,90.525711,78.22683,160324500
4/9/2012,89.447144,91.405716,89.328575,90.889999,78.541626,149384200
4/10/2012,91.418571,92,89.428574,89.777145,77.579979,222431300
4/11/2012,90.885712,90.98143,89.048569,89.457146,77.303429,174153700
4/12/2012,89.285713,90.190002,88.64286,88.96714,76.88002,153584200
4/13/2012,89.158569,89.242859,86.215714,86.461426,74.714745,214911200
4/16/2012,87.151428,87.182854,82.60714,82.875717,71.616173,262696700
4/17/2012,82.705711,87.14286,81.701431,87.099998,75.266533,256382000
4/18/2012,87.674286,88.60714,86.101425,86.905716,75.098648,238632800
4/19/2012,85.745712,86.389999,83.502853,83.919998,72.518593,208679800
4/20/2012,84.482857,84.945717,81.488571,81.854286,70.733521,257746300
4/23/2012,81.515717,82.381432,79.517143,81.671425,70.575485,241632300
4/24/2012,80.372856,81.098572,79.285713,80.040001,69.165718,269037300
4/25/2012,87.94857,88.285713,86.571426,87.14286,75.303566,226444400
4/26/2012,87.752853,87.812859,86.01857,86.814285,75.019646,134017100
4/27/2012,86.438568,86.597145,85.785713,86.14286,74.43943,101680600
4/30/2012,85.400002,85.485718,83.285713,83.425713,72.091446,126536200
5/1/2012,83.557144,85.251427,83.03286,83.16143,71.863052,152749800
5/2/2012,82.891426,83.914284,82.694283,83.711426,72.338333,106847300
5/3/2012,84.35714,84.485718,82.900002,83.117142,71.824791,97637400
5/4/2012,82.440002,82.622856,80.738571,80.75,69.779243,132498100
5/7/2012,80.214287,81.824287,80.175713,81.354286,70.301445,115029600
5/8/2012,81.368568,81.64286,79.818573,81.168571,70.140945,124313000
5/9/2012,80.528572,81.997147,80.121429,81.311432,70.264397,120176000
5/10/2012,82.082855,82.26857,81.205711,81.502853,70.429832,83300000
5/11/2012,80.714287,82.067146,80.621429,80.958572,69.959488,99886500
5/14/2012,80.367142,81.072861,79.657143,79.745712,68.911415,88156600
5/15/2012,80.207146,80.459999,78.821426,79.024284,68.287987,119084000
5/16/2012,79.150002,79.555717,77.291428,78.011429,67.412743,140224000
5/17/2012,77.901428,78.214287,75.73143,75.73143,65.442513,179305000
5/18/2012,76.279999,77.629997,74.597145,75.76857,65.474609,183073100
5/21/2012,76.35714,80.220001,76.292854,80.182854,69.289162,157776500
5/22/2012,81.364288,81.982857,78.940002,79.567146,68.757088,173717600
5/23/2012,79.64286,81.828575,79.03286,81.508568,70.434761,146224400
5/24/2012,82.267143,82.35714,80.175713,80.760002,69.78791,124057500
5/25/2012,80.655716,80.835716,79.781425,80.327141,69.413841,82126800
5/29/2012,81.557144,82,80.758568,81.752853,70.645882,95127200
5/30/2012,81.314285,82.855713,80.937141,82.738571,71.497665,132357400
5/31/2012,82.96286,83.071426,81.637146,82.53286,71.319878,122918600
6/1/2012,81.308571,81.807144,80.074287,80.141426,69.253372,130246900
6/4/2012,80.214287,81.071426,78.35714,80.612854,69.660744,139248900
6/5/2012,80.181427,80.924286,79.761429,80.404289,69.480499,97053600
6/6/2012,81.110001,81.978569,80.785713,81.637146,70.545883,100363900
6/7/2012,82.470001,82.474289,81.5,81.674286,70.577957,94941700
6/8/2012,81.657143,82.940002,81.285713,82.902855,71.639626,86879100
6/11/2012,83.959999,84.071426,81.51857,81.595711,70.510078,147816200
6/12/2012,82.065712,82.374283,80.957146,82.308571,71.126038,108845100
6/13/2012,82.074287,82.639999,81.482857,81.737144,70.632256,73395000
6/14/2012,81.605713,81.928574,81.03714,81.647141,70.554489,86393300
6/15/2012,81.571426,82.08857,81.364288,82.01857,70.875465,83813800
6/18/2012,81.565712,83.984283,81.48143,83.682854,72.313637,110103000
6/19/2012,83.342857,84.285713,83.300003,83.915718,72.514885,90351100
6/20/2012,84.029999,84.178574,82.971428,83.677139,72.308708,89735800
6/21/2012,83.634285,84.031425,82.491432,82.524284,71.312492,81587800
6/22/2012,82.720001,83.169998,82.202858,83.157143,71.85936,71117900
6/25/2012,82.471428,82.828575,81.48143,81.538574,70.460701,76095600
6/26/2012,81.618568,82.07,81.047142,81.718575,70.616219,69134100
6/27/2012,82.14286,82.391426,81.702858,82.071426,70.92115,50749300
6/28/2012,81.667145,82,80.80143,81.292854,70.248352,70709100
6/29/2012,82.571426,83.428574,82.035713,83.428574,72.093903,105375200
7/2/2012,83.53286,84.781425,83.371429,84.645714,73.145668,100023000
7/3/2012,84.982857,85.714287,84.85714,85.629997,73.996246,60428200
7/5/2012,85.794289,87.762856,85.664284,87.134285,75.29615,121095800
7/6/2012,86.727142,86.919998,85.940002,86.554283,74.794975,104732600
7/9/2012,86.471428,87.699997,86.30143,87.69857,75.783798,94851400
7/10/2012,88.281425,88.552856,86.472855,86.887146,75.082603,127989400
7/11/2012,86.58857,86.808571,85.317146,86.347145,74.615967,117330500
7/12/2012,85.748573,86.209999,84.668571,85.557144,73.933273,107010400
7/13/2012,86.135712,86.741432,85.714287,86.424286,74.682602,77856800
7/16/2012,86.445717,87.374283,86.431427,86.701431,74.922119,75315100
7/17/2012,87.255714,87.35714,86.164284,86.705711,74.925812,73406200
7/18/2012,86.655716,86.905716,86.222855,86.608574,74.841896,63175000
7/19/2012,87.325714,87.907143,86.571426,87.760002,75.836884,109215400
7/20/2012,87.575714,87.777145,86.242859,86.328575,74.599937,99367800
7/23/2012,84.914284,86.557144,83.958572,86.261429,74.541885,121993900
7/24/2012,86.76857,87.097145,85.501427,85.845711,74.182663,141283100
7/25/2012,82.065712,82.971428,81.428574,82.138573,70.979172,219328200
7/26/2012,82.822861,82.914284,81.480003,82.125717,70.968056,101658200
7/27/2012,82.144287,83.690002,81.655716,83.594284,72.237114,100984100
7/30/2012,84.417145,85.634285,83.974289,85.004288,73.455574,94785600
7/31/2012,86.175713,87.385712,86.102859,87.251427,75.397385,115581900
8/1/2012,87.987144,88.057144,86.14286,86.687141,74.909775,96125400
8/2/2012,86.120003,87.241432,85.75,86.827141,75.030754,83039600
8/3/2012,87.66143,88.28286,87.365715,87.957146,76.007233,86230200
8/6/2012,88.184288,89.267143,87.894287,88.935715,76.852821,75525800
8/7/2012,88.96714,89.285713,88.291428,88.701431,76.650383,72611700
8/8/2012,88.484283,89.125717,88.157143,88.55143,76.520775,61176500
8/9/2012,88.264282,88.818573,88.257141,88.675713,76.957161,55410600
8/10/2012,88.387146,88.822861,88.385712,88.814285,77.077438,48734700
8/13/2012,89.055717,90,89.035713,90,78.106461,69708100
8/14/2012,90.267143,91.230003,90.029999,90.241432,78.315979,85042300
8/15/2012,90.185715,90.571426,89.678574,90.118568,78.209335,64335600
8/16/2012,90.172859,90.965714,90.071426,90.905716,78.892494,63633500
8/17/2012,91.428574,92.598572,91.258568,92.587143,80.351715,110690300
8/20/2012,92.858574,95.021431,92.842857,95.021431,82.464294,153346200
8/21/2012,95.831429,96.41143,92.904289,93.722855,81.337326,203179900
8/22/2012,93.488571,95.571426,92.587143,95.552856,82.925507,141330700
8/23/2012,95.158569,95.699997,94.449997,94.66143,82.151878,105032200
8/24/2012,94.215714,95.639999,93.650002,94.745712,82.225029,109335100
8/27/2012,97.141426,97.267143,96.220001,96.525711,83.769806,106752100
8/28/2012,96.425713,96.585716,95.809998,96.400002,83.660683,66854200
8/29/2012,96.464287,96.809998,96.085716,96.209999,83.495804,50701700
8/30/2012,95.805717,95.935715,94.692856,94.83857,82.305595,75674900
8/31/2012,95.321426,95.514282,93.89286,95.034286,82.475456,84580300
9/4/2012,95.108574,96.44857,94.928574,96.424286,83.681786,91973000
9/5/2012,96.510002,96.621429,95.657143,95.747147,83.094116,84093800
9/6/2012,96.167145,96.898575,95.828575,96.610001,83.842957,97799100
9/7/2012,96.864288,97.497147,96.538574,97.205711,84.359955,82416600
9/10/2012,97.207146,97.612854,94.585716,94.677139,82.16552,121999500
9/11/2012,95.015717,95.728569,93.785713,94.370003,81.898964,125995800
9/12/2012,95.264282,95.699997,93.714287,95.684288,83.039574,178058300
9/13/2012,96.767143,97.928574,96.395714,97.568573,84.674828,149590000
9/14/2012,98.565712,99.568573,98.269997,98.754288,85.703873,150118500
9/17/2012,99.907143,99.971428,99.230003,99.968575,86.75766,99507800
9/18/2012,99.982857,100.332855,99.488571,100.272858,87.021759,93375800
9/19/2012,100.03714,100.57,99.938568,100.300003,87.045334,81718700
9/20/2012,99.879997,100.008568,99.08857,99.814285,86.623787,84142100
9/21/2012,100.344284,100.724289,99.908569,100.012856,86.796127,142897300
9/24/2012,98.122856,99.302856,97.571426,98.684288,85.643105,159941600
9/25/2012,98.322861,98.968575,96.14286,96.220001,83.504486,129697400
9/26/2012,95.534286,96.098572,94.457146,95.025711,82.468048,144125800
9/27/2012,94.898575,97.452858,94.335716,97.331429,84.469032,148522500
9/28/2012,96.964287,97.30143,95.25,95.300003,82.706062,133777700
10/1/2012,95.879997,96.678574,93.785713,94.19857,81.750168,135898700
10/2/2012,94.544289,95.192856,92.949997,94.472855,81.988228,156998100
10/3/2012,94.980003,95.980003,94.66143,95.921425,83.245377,106070300
10/4/2012,95.89286,96.321426,95.078575,95.257141,82.668839,92681400
10/5/2012,95.028572,95.14286,93.040001,93.227142,80.907135,148501500
10/8/2012,92.41143,92.508568,90.872856,91.167145,79.119362,159498500
10/9/2012,91.235718,91.498573,89.078575,90.835716,78.831726,209649300
10/10/2012,91.391426,92.139999,91,91.558571,79.459068,127589000
10/11/2012,92.35714,92.457146,89.728569,89.728569,77.870895,136520300
10/12/2012,89.937141,90.76857,89.328575,89.958572,78.070511,115003700
10/15/2012,90.335716,90.732857,89.121429,90.68,78.696594,108125500
10/16/2012,90.767143,92.900002,90.14286,92.827141,80.559998,137442900
10/17/2012,92.695717,93.255714,92,92.087143,79.91777,97259400
10/18/2012,91.370003,91.722855,90,90.377144,78.433754,119156100
10/19/2012,90.150002,90.252853,87.08857,87.120003,75.607056,186021500
10/22/2012,87.488571,90.76857,87.251427,90.575714,78.606094,136682700
10/23/2012,90.14286,90.557144,87.385712,87.622856,76.043457,176786400
10/24/2012,88.777145,89.507141,87.234283,88.118568,76.473671,139631800
10/25/2012,88.571426,88.85714,86.507141,87.077141,75.569862,164081400
10/26/2012,87.061432,87.714287,84.428574,86.285713,74.883018,254608200
10/31/2012,84.982857,85.994286,83.957146,85.045715,73.806885,127500800
11/1/2012,85.459999,86.14286,84.881432,85.220001,73.958138,90324500
11/2/2012,85.127144,85.278572,82.10714,82.400002,71.510796,149843400
11/5/2012,83.360001,83.96714,82.514282,83.517143,72.480324,132283900
11/6/2012,84.318573,84.391426,82.870003,83.264282,72.260864,93729300
11/7/2012,81.977142,82.077141,79.39286,79.714287,69.495987,198412200
11/8/2012,80.089996,80.318573,76.470001,76.821426,66.97393,264036500
11/9/2012,77.202858,79.26857,76.245712,78.151428,68.133469,232478400
11/12/2012,79.164284,79.214287,76.949997,77.547142,67.606636,128950500
11/13/2012,76.987144,78.639999,76.622856,77.557144,67.615341,133237300
11/14/2012,77.928574,78.207146,76.597145,76.697144,66.865578,119292600
11/15/2012,76.790001,77.071426,74.660004,75.08857,65.463219,197477700
11/16/2012,75.028572,75.714287,72.25,75.382858,65.719765,316723400
11/19/2012,77.244286,81.071426,77.125717,80.818573,70.458694,205829400
11/20/2012,81.701431,81.707146,79.225716,80.129997,69.858414,160688500
11/21/2012,80.60714,81.052856,79.514282,80.242859,69.956779,93250500
11/23/2012,81.024284,81.714287,80.371429,81.64286,71.177345,68206600
11/26/2012,82.271431,84.285713,81.958572,84.218575,73.422874,157644900
11/27/2012,84.221428,84.345711,82.871429,83.540001,72.831291,133332500
11/28/2012,82.46714,83.685715,81.751427,83.277145,72.602112,130216100
11/29/2012,84.317146,84.89286,83.60714,84.194283,73.401703,128674700
11/30/2012,83.827141,84.057144,83.239998,83.611427,72.893555,97829900
12/3/2012,84.807144,84.941429,83.64286,83.741432,73.006874,91070000
12/4/2012,83.114288,83.114288,81.732857,82.264282,71.719093,139267100
12/5/2012,81.272858,81.321426,76.96714,76.970001,67.10347,261159500
12/6/2012,75.562859,79.044289,74.089996,78.177139,68.155861,294303100
12/7/2012,79.057144,79.314285,75.714287,76.178574,66.413506,196760200
12/10/2012,75,76.93,74.511429,75.688568,65.986305,157621100
12/11/2012,77.110001,78.508568,76.767143,77.341431,67.427284,148086400
12/12/2012,78.252853,78.285713,76.610001,77,67.129616,121786000
12/13/2012,75.878571,76.805717,75.114288,75.669998,65.970093,156314900
12/14/2012,73.535713,74.01857,72.225716,72.827141,63.491661,252394800
12/17/2012,72.704285,74.285713,71.604286,74.118568,64.617569,189401800
12/18/2012,75,76.414284,74.321426,76.271431,66.494446,156421300
12/19/2012,75.924286,76.242859,75.071426,75.187141,65.549156,112342300
12/20/2012,75.714287,75.742859,74.125717,74.53286,64.978737,120422400
12/21/2012,73.209999,74.238571,72.891426,74.190002,64.679832,149067100
12/24/2012,74.335716,74.89286,74.101425,74.309998,64.784447,43938300
12/26/2012,74.14286,74.208572,73.017143,73.285713,63.891468,75609100
12/27/2012,73.362854,73.75,72.094284,73.580002,64.148018,113780100
12/28/2012,72.898575,73.497147,72.58857,72.798569,63.466763,88569600
12/31/2012,72.932854,76.485718,72.714287,76.024284,66.278984,164873100
1/2/2013,79.117142,79.285713,77.375717,78.432854,68.378807,140129500
1/3/2013,78.26857,78.524284,77.285713,77.442856,67.515701,88241300
1/4/2013,76.709999,76.947144,75.118568,75.285713,65.635078,148583400
1/7/2013,74.571426,75.614288,73.599998,74.842857,65.249001,121039100
1/8/2013,75.601425,75.984283,74.464287,75.044289,65.424622,114676800
1/9/2013,74.64286,75.001427,73.71286,73.871429,64.4021,101901100
1/10/2013,75.507141,75.531425,73.645714,74.78714,65.200417,150286500
1/11/2013,74.428574,75.045715,74.145714,74.328575,64.800636,87626700
1/14/2013,71.811432,72.5,71.215714,71.678574,62.49033,183551900
1/15/2013,71.185715,71.284286,69.054283,69.417145,60.518787,219193100
1/16/2013,70.662857,72.777145,70.35714,72.298569,63.030853,172701200
1/17/2013,72.901428,72.964287,71.718575,71.811432,62.606155,113419600
1/18/2013,71.21714,71.745712,70.914284,71.428574,62.272381,118230700
1/22/2013,72.080002,72.554283,70.947144,72.110001,62.866467,115386600
1/23/2013,72.687141,73.57,72.110001,73.43,64.017242,215377400
1/24/2013,65.714287,66.53286,64.321426,64.35714,56.10741,365213100
1/25/2013,64.527145,65.175713,62.142857,62.84,54.784744,302006600
1/28/2013,62.547142,64.744286,62.265713,64.261429,56.02396,196379400
1/29/2013,65.5,65.742859,64.58857,65.46714,57.07513,142789500
1/30/2013,65.285713,66.085716,64.928574,65.261429,56.895782,104288800
1/31/2013,65.28286,65.611427,64.997147,65.07,56.728886,79833600
2/1/2013,65.587143,65.639999,64.050003,64.802856,56.495995,134871100
2/4/2013,64.844284,65.134285,63.142857,63.188572,55.088631,119279300
2/5/2013,63.435715,65.677139,63.174286,65.405716,57.021576,143336900
2/6/2013,65.209999,66.64286,64.654289,65.335716,56.960533,148426600
2/7/2013,66.178574,67.14286,64.874283,66.888573,58.654213,176145200
2/8/2013,67.714287,68.401428,66.89286,67.854286,59.501026,158289600
2/11/2013,68.071426,69.277145,67.60714,68.561432,60.121113,129372600
2/12/2013,68.501427,68.91143,66.82,66.842857,58.614113,152263300
2/13/2013,66.744286,67.662857,66.174286,66.715714,58.502632,118801900
2/14/2013,66.360001,67.377144,66.288574,66.655716,58.450001,88818800
2/15/2013,66.978569,67.165718,65.702858,65.737144,57.64452,97936300
2/19/2013,65.871429,66.104286,64.835716,65.71286,57.623222,108945900
2/20/2013,65.384285,65.384285,64.114288,64.121429,56.227711,119075600
2/21/2013,63.714287,64.167145,63.259998,63.722858,55.878208,111795600
2/22/2013,64.178574,64.514282,63.799999,64.401428,56.473236,82663700
2/25/2013,64.835716,65.017143,63.224285,63.257141,55.469814,93144800
2/26/2013,63.402859,64.505714,62.522858,64.138573,56.242744,125374900
2/27/2013,64.061432,64.634285,62.950001,63.509998,55.691559,146837600
2/28/2013,63.435715,63.98143,63.057144,63.057144,55.294441,80628800
3/1/2013,62.57143,62.597141,61.425713,61.495716,53.925251,138112100
3/4/2013,61.114285,61.171429,59.857143,60.007141,52.619907,145688900
3/5/2013,60.21143,62.169998,60.107143,61.591427,54.009163,159608400
3/6/2013,62.072857,62.17857,60.632858,60.808571,53.322685,115062500
3/7/2013,60.642857,61.715714,60.151428,61.511429,53.939014,117118400
3/8/2013,61.400002,62.204285,61.23,61.674286,54.081837,97870500
3/11/2013,61.392857,62.715714,60.734287,62.552856,54.852242,118559000
3/12/2013,62.228573,62.697144,61.081429,61.204285,53.669682,116477900
3/13/2013,61.207142,62.07143,60.765713,61.192856,53.659664,101387300
3/14/2013,61.832859,62.091427,61.492859,61.785713,54.179539,75968900
3/15/2013,62.561428,63.46143,62.464287,63.380001,55.577553,160990200
3/18/2013,63.064285,65.351425,63.028572,65.102859,57.088329,151549300
3/19/2013,65.64286,65.852859,64.071426,64.927139,56.934231,131693800
3/20/2013,65.345711,65.375717,64.227142,64.582855,56.632324,77165200
3/21/2013,64.317146,65.425713,64.300003,64.675713,56.713757,95813900
3/22/2013,64.940002,66.014282,64.730003,65.987144,57.86375,98776300
3/25/2013,66.384285,67.135712,65.968575,66.225716,58.072941,125283900
3/26/2013,66.491432,66.548569,65.790001,65.877144,57.767284,73573500
3/27/2013,65.208572,65.257141,64.389999,64.582855,56.632324,82809300
3/28/2013,64.260002,64.545715,63.08857,63.237144,55.452278,110709900
4/1/2013,63.128571,63.385715,61.105713,61.272858,53.729809,97433000
4/2/2013,61.085712,62.591427,60.914288,61.398571,53.84005,132379800
4/3/2013,61.624287,62.468571,61.472858,61.712856,54.115654,90804000
4/4/2013,61.965714,62.142857,60.75,61.102856,53.580742,89611900
4/5/2013,60.642857,60.707142,59.954285,60.457142,53.014526,95923800
4/8/2013,60.692856,61.07143,60.355713,60.887142,53.391586,75207300
4/9/2013,60.908573,61.214287,60.392857,60.997143,53.488045,76653500
4/10/2013,61.157143,62.437141,60.85857,62.241428,54.579151,93982000
4/11/2013,61.959999,62.57,61.599998,62.047142,54.408779,82091100
4/12/2013,62.021427,62.021427,61.298573,61.400002,53.841305,59653300
4/15/2013,61,61.127144,59.935715,59.978573,52.594868,79380000
4/16/2013,60.224285,60.944286,60.081429,60.89143,53.395344,76442800
4/17/2013,60.03857,60.085712,56.872856,57.542858,50.458996,236264000
4/18/2013,57.855713,57.970001,55.677143,56.007141,49.112339,166574800
4/19/2013,55.424286,57.085712,55.014286,55.790001,48.921928,152318600
4/22/2013,56.091427,57.457142,55.895714,56.952858,49.941639,107480100
4/23/2013,57.712856,58.34,56.972858,58.01857,50.876152,166059600
4/24/2013,56.220001,59.32143,56.07143,57.922855,50.792217,242412800
4/25/2013,58.747143,59.134285,58.142857,58.34,51.158012,96209400
4/26/2013,58.544285,59.824287,58.32143,59.599998,52.262901,191024400
4/29/2013,60.064285,61.945713,60,61.445713,53.881386,160081600
4/30/2013,62.157143,63.607143,61.724285,63.254284,55.467304,172884600
5/1/2013,63.494286,63.561428,62.055714,62.755714,55.030113,126727300
5/2/2013,63.111427,64.084282,62.947144,63.645714,55.810555,105457100
5/3/2013,64.472855,64.747147,64.164284,64.28286,56.369263,90325200
5/6/2013,65.101425,66.028572,64.901428,65.815712,57.713413,124160400
5/7/2013,66.424286,66.535713,64.814285,65.522858,57.456627,120938300
5/8/2013,65.577141,66.48143,65.115715,66.262856,58.105518,118149500
5/9/2013,65.687141,66.14286,65.082855,65.252853,57.598583,99621900
5/10/2013,65.424286,65.672859,64.354286,64.709999,57.119423,83713000
5/13/2013,64.501427,65.414284,64.5,64.96286,57.342613,79237200
5/14/2013,64.835716,65.028572,63.164288,63.408573,55.970642,111779500
5/15/2013,62.737144,63,60.337143,61.264286,54.077888,185403400
5/16/2013,60.462856,62.549999,59.842857,62.082859,54.800449,150801000
5/17/2013,62.721428,62.869999,61.572857,61.894287,54.633984,106976100
5/20/2013,61.701427,63.685715,61.442856,63.275715,55.853371,112894600
5/21/2013,62.592857,63.639999,62.028572,62.808571,55.441029,114005500
5/22/2013,63.435715,64.050003,62.602856,63.049999,55.654129,110759600
5/23/2013,62.278572,63.737144,62.255714,63.162857,55.753757,88255300
5/24/2013,62.978573,63.665714,62.908573,63.592857,56.133308,69041700
5/28/2013,64.271431,64.444283,62.978573,63.062859,55.665478,96536300
5/29/2013,62.857143,63.92857,62.771427,63.564285,56.108093,82644100
5/30/2013,63.664288,64.928574,63.501427,64.511429,56.944138,88379900
5/31/2013,64.64286,65.300003,64.214287,64.247147,56.710838,96075700
6/3/2013,64.389999,64.622856,63.21143,64.388573,56.835697,93088100
6/4/2013,64.745712,64.918571,63.912857,64.187141,56.657883,73182200
6/5/2013,63.664288,64.388573,63.387142,63.587143,56.128265,72647400
6/6/2013,63.638573,63.857143,62.007141,62.637142,55.289696,104233500
6/7/2013,62.357143,63.32,61.824287,63.115715,55.712135,101133900
6/10/2013,63.532856,64.154289,62.400002,62.69857,55.343933,112538300
6/11/2013,62.248573,63.251427,61.902859,62.514286,55.181252,71528100
6/12/2013,62.785713,63.035713,61.642857,61.741428,54.499069,66306800
6/13/2013,61.785713,62.44857,61.25,62.279999,54.974457,71458100
6/14/2013,62.200001,62.327145,61.214287,61.435715,54.22921,67966500
6/17/2013,61.634285,62.242859,61.48,61.714287,54.475101,64853600
6/18/2013,61.651428,62.128571,61.458572,61.681427,54.446087,48756400
6/19/2013,61.628571,61.665714,60.42857,60.42857,53.340206,77735000
6/20/2013,59.900002,60.854286,59.310001,59.548573,52.563431,89327700
6/21/2013,59.784286,60,58.299999,59.07143,52.14225,120279600
6/24/2013,58.200001,58.380001,56.864285,57.505714,50.760197,120186500
6/25/2013,57.957142,58.255714,56.975716,57.51857,50.771538,78540700
6/26/2013,57.700001,57.827145,56.522858,56.867142,50.196545,91931000
6/27/2013,57.035713,57.341427,56.220001,56.254284,49.655571,84311500
6/28/2013,55.908573,57.181427,55.552856,56.647144,50.002346,144629100
7/1/2013,57.527142,58.895714,57.317142,58.459999,51.602547,97763400
7/2/2013,58.565716,60.232857,58.495716,59.784286,52.771496,117466300
7/3/2013,60.122856,60.425713,59.635715,60.114285,53.062782,60232200
7/5/2013,60.055714,60.470001,59.335712,59.631428,52.636562,68506200
7/8/2013,60.015713,60.142857,58.664288,59.292858,52.337708,74534600
7/9/2013,59.085712,60.5,58.625713,60.335712,53.258228,88146100
7/10/2013,59.942856,60.685715,59.75,60.104286,53.053955,70351400
7/11/2013,60.421429,61.17857,60.167141,61.041428,53.881161,81573100
7/12/2013,61.092857,61.398571,60.487144,60.93,53.782806,69890800
7/15/2013,60.715714,61.637142,60.685715,61.062859,53.900089,60479300
7/16/2013,60.931427,61.529999,60.595715,61.457142,54.248123,54134500
7/17/2013,61.385715,61.745716,61.174286,61.472858,54.261986,49747600
7/18/2013,61.91143,62.124287,61.515713,61.68,54.444832,54719700
7/19/2013,61.871429,61.997143,60.621429,60.707142,53.586102,67180400
7/22/2013,61.351429,61.392857,60.781429,60.901428,53.757599,51949100
